rank,feature,mean_abs_shap
178,cnn_embedding_1130,0.011511898380534546
179,cnn_embedding_1116,0.011495111024845527
180,cnn_embedding_526,0.011490875744667051
181,ocr_capital_letter_pct,0.011490754972894025
182,cnn_embedding_1660,0.011458275189063016
183,cnn_embedding_1908,0.01143222829158077
184,cnn_embedding_1568,0.011407680271589272
185,cnn_embedding_025,0.01140462486079059
186,cnn_embedding_026,0.011400094828109353
187,cnn_embedding_1585,0.011361802495496676
188,cnn_embedding_255,0.011341552407777478
189,cnn_embedding_648,0.011328957004661789
190,cnn_embedding_482,0.011312534353039184
191,cnn_embedding_224,0.011302146007218994
192,cnn_embedding_1852,0.011279065318666426
193,cnn_embedding_225,0.01114298542817913
194,cnn_embedding_143,0.011097924481487099
195,cnn_embedding_790,0.011089285191710018
196,cnn_embedding_958,0.01108531756218234
197,cnn_embedding_680,0.011075876777795913
198,cnn_embedding_272,0.011061529937078873
199,cnn_embedding_1402,0.01105400529367273
200,cnn_embedding_305,0.011049876284582183
201,cnn_embedding_1905,0.011036966559368543
202,cnn_embedding_1596,0.011036736701398552
203,cnn_embedding_261,0.010933373729757357
204,cnn_embedding_049,0.010885848140026156
205,cnn_embedding_540,0.010867816180422096
206,cnn_embedding_425,0.010863819718980493
207,cnn_embedding_498,0.010845397375461373
208,cnn_embedding_1027,0.01082671652324052
209,cnn_embedding_1482,0.010806213338727843
210,cnn_embedding_506,0.010802056494678424
211,cnn_embedding_1545,0.010776738477703418
212,cnn_embedding_1419,0.010773649056557134
213,cnn_embedding_349,0.010748348955459263
214,cnn_embedding_1111,0.01073620466559504
215,cnn_embedding_1891,0.010679615808712484
216,cnn_embedding_2034,0.010662671965393144
217,cnn_embedding_535,0.010662080060853896
218,cnn_embedding_1265,0.010642570532991159
219,cnn_embedding_731,0.010635149055222115
220,cnn_embedding_137,0.01063392778999841
221,cnn_embedding_397,0.010561910750706716
222,cnn_embedding_557,0.010555810978978286
223,cnn_embedding_674,0.010483453145934619
224,cnn_embedding_1934,0.010476774479204209
225,cnn_embedding_450,0.010472142238312188
226,cnn_embedding_1538,0.010445262952262623
227,cnn_embedding_385,0.010403712136585508
228,cnn_embedding_101,0.01038286822017227
229,cnn_embedding_158,0.01034162612040177
230,cnn_embedding_368,0.010339361452014372
231,cnn_embedding_1832,0.01033355905715041
232,cnn_embedding_1420,0.010316902693175223
233,cnn_embedding_456,0.01030876769450515
234,cnn_embedding_1170,0.010283374450659721
235,cnn_embedding_1958,0.010273240474479906
236,cnn_embedding_096,0.010250173990931444
237,cnn_embedding_1394,0.010228585742470386
238,cnn_embedding_1971,0.010219033049872905
239,cnn_embedding_513,0.010215042840366095
240,cnn_embedding_1807,0.010210429195026904
241,cnn_embedding_120,0.010197916748593628
242,cnn_embedding_1080,0.010183305722429736
243,cnn_embedding_1268,0.010161922959837356
244,cnn_embedding_1006,0.010158346360185533
245,cnn_embedding_200,0.01015475437986595
246,cnn_embedding_1842,0.010103843972616744
247,cnn_embedding_475,0.010080529725807707
248,cnn_embedding_208,0.010055659015336005
249,cnn_embedding_195,0.010038280592160475
250,cnn_embedding_1408,0.010033232914205926
251,cnn_embedding_1346,0.010005278227424697
252,cnn_embedding_1392,0.009999447816829488
253,cnn_embedding_786,0.00998960137106053
254,cnn_embedding_734,0.009981139595838328
255,cnn_embedding_1297,0.009968951565376472
256,cnn_embedding_465,0.009918137358118884
257,cnn_embedding_1129,0.009913399002076061
258,cnn_embedding_766,0.009905034566227756
259,cnn_embedding_441,0.009890202145163585
260,cnn_embedding_428,0.00988236239544733
261,cnn_embedding_1109,0.009847380515641291
262,cnn_embedding_530,0.009825914568874338
263,cnn_embedding_881,0.009819435355979067
264,cnn_embedding_827,0.009807156241829063
265,cnn_embedding_1560,0.009795952558624777
266,cnn_embedding_610,0.009778246559996439
267,cnn_embedding_1514,0.009769851509723893
268,cnn_embedding_509,0.009733893525434212
269,cnn_embedding_021,0.009716131628499625
270,cnn_embedding_685,0.00969095978560972
271,cnn_embedding_628,0.00966965260042727
272,cnn_embedding_196,0.009662600843415702
273,cnn_embedding_566,0.009659439846197415
274,cnn_embedding_1910,0.00965275354698747
275,cnn_embedding_2003,0.00964850147600771
276,cnn_embedding_1987,0.009631008552639741
277,cnn_embedding_163,0.009629914514178495
278,cnn_embedding_1135,0.00960972778189344
279,cnn_embedding_1625,0.009607607806638895
280,cnn_embedding_199,0.009554024385117543
281,cnn_embedding_770,0.009537251986776596
282,cnn_embedding_1582,0.009535383241505713
283,cnn_embedding_1921,0.009531573030088225
284,cnn_embedding_1256,0.009528780549554482
285,cnn_embedding_743,0.009519281994271012
286,cnn_embedding_281,0.00949997727678351
287,cnn_embedding_1250,0.009498336712564993
288,cnn_embedding_354,0.009490269375490357
289,cnn_embedding_539,0.009470313323665635
290,cnn_embedding_1706,0.009429878704318639
291,cnn_embedding_799,0.009429020336008165
292,cnn_embedding_1523,0.009418136795858345
293,cnn_embedding_1670,0.009415421487744168
294,cnn_embedding_1306,0.00937367678208716
295,cnn_embedding_244,0.009364775796466062
296,cnn_embedding_1009,0.00934971104405804
297,cnn_embedding_1075,0.009335555757571968
298,cnn_embedding_1201,0.009316859298806435
299,cnn_embedding_787,0.00931011522418217
300,cnn_embedding_1147,0.009296321610414804
301,cnn_embedding_1816,0.009287936255090301
302,cnn_embedding_052,0.009258287832230571
303,cnn_embedding_1457,0.00924490864401264
304,cnn_embedding_267,0.009240521661145352
305,cnn_embedding_912,0.009240034720624023
