Id,num_faces,largest_face_area_ratio,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral,emotion_unknown
7KqvkMQVQhc,2,0.12107748475179607,0,0,0,1,0,0,0,0
7uiv6tKtoKg,0,0.0,0,0,1,0,0,0,0,0
Oy8zSYKkczI,1,0.03276619284662451,1,0,0,0,0,0,0,0
m62NJftSS7g,0,0.0,0,0,0,0,1,0,0,0
ha4tRQwKIUg,3,0.0074206767031379664,0,0,0,1,0,0,0,0
eMBFhaxUIew,1,0.10041340203515574,0,0,0,0,1,0,0,0
wev_gievHmo,0,0.0,0,0,0,0,0,0,1,0
sCfmM71NOTo,2,0.05766218882546329,0,0,0,0,0,1,0,0
WrOzwoMKzH4,0,0.0,0,0,0,1,0,0,0,0
nMUuSGRIk9I,1,0.19632434990203365,0,0,0,1,0,0,0,0
p0-ldVORQyE,2,0.016913236938665553,0,0,0,1,0,0,0,0
Wutl6OP04jU,1,0.08847475939687077,0,0,0,1,0,0,0,0
a_TSR_v07m0,1,0.008974677453560136,0,0,1,0,0,0,0,0
66sNL_2ztnw,0,0.0,0,0,0,0,1,0,0,0
3tvegr-O9vI,1,0.07568556957163512,0,0,0,0,1,0,0,0
O25-_eEdxaw,6,0.04546446262520476,0,0,0,0,1,0,0,0
jFpKVbsI8BY,0,0.0,1,0,0,0,0,0,0,0
RRkaWQJFkBQ,1,0.06677783562664748,1,0,0,0,0,0,0,0
Pqn-OH-jbrs,0,0.0,0,0,0,0,1,0,0,0
uBEaG6n0XDs,0,0.0,0,0,0,0,0,0,1,0
pP44EPBMb8A,0,0.0,1,0,0,0,0,0,0,0
sV6uuMAnJUE,4,0.05267038079307945,1,0,0,0,0,0,0,0
DDo4CA13LbY,1,0.04408091230065616,0,0,0,0,1,0,0,0
UYsaY4ga4aU,0,0.0,0,0,0,0,1,0,0,0
uxhgrd6HWVw,3,0.06803442191933148,0,0,0,1,0,0,0,0
U7Q3sKNuZA0,1,0.007938478144202843,0,0,1,0,0,0,0,0
ck-89phIXsM,1,0.0008452651790907516,0,0,0,0,1,0,0,0
l6T63M1XiDg,2,0.01035190407645435,0,0,1,0,0,0,0,0
oRAuXHcAUiA,1,0.03959748991748408,0,0,0,1,0,0,0,0
_fTC_Ud_k3U,1,0.0091594789048597,0,0,0,0,0,0,1,0
A1LUHmUcIsk,0,0.0,0,0,0,0,1,0,0,0
4hCy4-G37jA,1,0.0006484696107923406,0,0,0,0,1,0,0,0
ndsaoMFz9J4,0,0.0,0,0,0,1,0,0,0,0
Px3T14RczDY,0,0.0,0,0,0,0,0,0,1,0
CdDXbvBFXLY,2,0.12144821590075784,0,0,0,1,0,0,0,0
L8tdPYqFV7E,1,0.20334920914088647,0,0,0,0,1,0,0,0
AAfwfZr0EHo,1,0.0150044210641176,0,0,0,0,0,0,1,0
FBbBWifAdCg,3,0.036257466482164644,0,0,0,0,1,0,0,0
dAaw3g08K4A,0,0.0,0,0,0,1,0,0,0,0
UCA1A5GqCdQ,1,0.05784145572617894,0,0,0,0,1,0,0,0
It0o9T5OS_4,1,0.05308579636924833,0,0,0,0,0,0,1,0
DRQnZzW_FZU,1,0.027598185346719723,0,0,1,0,0,0,0,0
nxnZe6wjjqU,1,0.009244053343013547,0,0,0,0,0,0,1,0
XKehq1w4vfg,1,0.013108949867839531,0,0,1,0,0,0,0,0
cH66LWWluVE,0,0.0,0,0,1,0,0,0,0,0
W9ME-WBlkeM,0,0.0,0,0,1,0,0,0,0,0
48DD3kekP3E,1,0.04166324264593035,0,0,0,0,1,0,0,0
ztRSm_SJP58,1,0.12015243458952177,0,0,0,1,0,0,0,0
j1LDtdlDyjU,1,0.2189285134773066,0,0,1,0,0,0,0,0
o1zIgTwENPg,6,0.04341325291366148,0,0,0,0,1,0,0,0
WLex9xvQycQ,1,0.08607192917797571,0,0,1,0,0,0,0,0
hC4eog5cY9Q,2,0.018290590452038614,0,0,0,0,0,0,1,0
9i4SKHbhbqk,1,0.007277611559817683,0,0,0,0,1,0,0,0
VjzgbZL12VI,0,0.0,0,0,0,0,0,0,1,0
-wmfpoq_Y0E,2,0.07333187409717273,0,0,1,0,0,0,0,0
yWO-cvGETRQ,0,0.0,0,0,0,0,0,0,1,0
Sx6dAx7dnXg,0,0.0,0,0,1,0,0,0,0,0
rP86Bby9Y9M,1,0.0801712441014307,1,0,0,0,0,0,0,0
In0nB0ABaUk,0,0.0,0,0,0,1,0,0,0,0
HLedllETYD4,1,0.00223715805568645,1,0,0,0,0,0,0,0
895AKrvz_AI,1,0.00046913480042146854,0,0,0,0,0,0,1,0
ZqNDkSqL4TA,0,0.0,0,0,0,0,1,0,0,0
J5HtSy5bATk,0,0.0,0,0,0,0,1,0,0,0
tsxmyL7TUJg,2,0.048880799625573366,1,0,0,0,0,0,0,0
vw9zyxm860Q,2,0.18695573286388936,0,0,1,0,0,0,0,0
-E_TWPCkqy4,0,0.0,0,0,1,0,0,0,0,0
fvu5FxKuqdQ,1,0.00039156321511351656,0,0,1,0,0,0,0,0
iBy6XRHPODQ,2,0.0763325616094068,0,0,1,0,0,0,0,0
59v360lNqgQ,0,0.0,0,0,0,1,0,0,0,0
18oAkxwYQh0,1,0.08560721825184273,0,0,1,0,0,0,0,0
kZC12U6EhTc,2,0.06103682178195413,0,0,0,0,1,0,0,0
7uG9PGqaWeo,4,0.034179204095391165,0,0,1,0,0,0,0,0
l6oF3_x4WQs,1,0.029389784460372537,0,0,0,1,0,0,0,0
dzKWfw68M5U,0,0.0,0,0,1,0,0,0,0,0
u8cg5hhHJlA,19,0.0038056998321205054,0,0,0,0,0,0,1,0
lT3vGaOLWqE,1,0.070661679546353,1,0,0,0,0,0,0,0
smkyorC5qwc,2,0.004768156600059936,0,0,1,0,0,0,0,0
TJvHHgGerJg,3,0.10265148223560573,0,0,0,0,0,0,1,0
sM82m4NpdmM,2,0.047460226819571794,0,0,0,0,1,0,0,0
rZizVUKe4sQ,1,0.0019478967365815455,0,0,0,0,1,0,0,0
7JBCHECtS58,0,0.0,0,0,0,0,0,0,1,0
LQsjNmkqUOc,1,0.06075900102470769,0,0,0,1,0,0,0,0
fTgm36y884c,0,0.0,1,0,0,0,0,0,0,0
s6mMvBeEPT4,2,0.033114289540257386,0,1,0,0,0,0,0,0
q9ZcPtvTKpY,0,0.0,1,0,0,0,0,0,0,0
w1DABg8pSMY,1,0.078570839679477,0,0,0,0,0,0,1,0
6R8n6FbXVc8,3,0.4519681867531123,0,0,0,0,0,1,0,0
4G6Y6glM_hg,2,0.1226375708319847,0,0,0,1,0,0,0,0
j_pC0-Jfsq0,3,0.02008069869417088,0,0,0,1,0,0,0,0
_8Nb_zgWZZ4,1,0.05480492434281132,0,0,0,0,0,0,1,0
LdZaqnAOthE,1,0.010745410087078603,0,0,0,1,0,0,0,0
j9n5rlgnbjI,1,0.04761227032873244,0,0,0,0,0,0,1,0
lMbseuQR2G8,1,0.15504380890807068,0,0,0,0,0,0,1,0
ZiWlthrtneU,0,0.0,0,0,0,1,0,0,0,0
8ORLN_KwAgs,0,0.0,0,0,1,0,0,0,0,0
WUvTyaaNkzM,0,0.0,0,0,1,0,0,0,0,0
ipRvjS7q1DI,1,0.01908958152813385,0,0,0,0,0,0,1,0
kJcpTSNWXdQ,3,0.2581549049071236,0,0,0,0,1,0,0,0
sVEY5AL5zzk,1,0.28587058109336294,0,0,0,0,1,0,0,0
-ybiXR2WCFQ,0,0.0,0,0,0,1,0,0,0,0
Uhhw6Jw295o,1,0.32939011384489675,0,0,1,0,0,0,0,0
icLK1J0n9I0,1,0.0578940805166389,0,0,0,1,0,0,0,0
Z5FoX3ju2J0,2,0.2069381481706911,1,0,0,0,0,0,0,0
ZMByI4s-D-Y,3,0.0671146527405017,0,0,0,0,1,0,0,0
cuHDQhDhvPE,0,0.0,0,0,1,0,0,0,0,0
pZo0r45xxC0,1,0.1508881695793985,0,0,0,0,1,0,0,0
9vncG0IP9qU,2,0.005742306328561426,0,0,0,0,1,0,0,0
4timuAnUnG4,1,0.062327568053361676,0,0,0,0,1,0,0,0
b9bUUHsn-Pc,3,0.02560681427405446,0,0,0,1,0,0,0,0
kvCHcrzLL8I,1,0.1648603214690916,1,0,0,0,0,0,0,0
KePNhUJ2reI,0,0.0,0,0,0,1,0,0,0,0
kFEka86Lrrc,1,0.037391722599489995,0,0,0,0,0,0,1,0
PeACT6GHBh8,0,0.0,0,0,0,0,1,0,0,0
dPIaEWd8zf4,2,0.0013975412831253682,0,0,1,0,0,0,0,0
CiRBQ3frG6U,0,0.0,0,0,0,1,0,0,0,0
pv8s9dGQ0l4,3,0.21322187908401147,0,0,1,0,0,0,0,0
zFk_JjsTMKc,1,0.125048405183306,0,0,0,1,0,0,0,0
_r9Ndb6N_y0,0,0.0,0,0,0,0,1,0,0,0
8pD7MXQfdqU,2,0.047408032932637276,0,0,0,0,1,0,0,0
GNlQjzje2gw,6,0.05590521886699662,0,0,0,0,1,0,0,0
_BL1y6v974Y,2,0.019160853975843238,0,0,1,0,0,0,0,0
puMYeBRTsHs,0,0.0,0,0,0,0,0,1,0,0
6Ock5HVWPlk,2,0.030414622321950448,0,0,0,1,0,0,0,0
cZFhjMQrVts,2,0.1876787846371766,0,0,0,0,0,0,1,0
icwENiwT1zI,2,0.07853827621843619,0,0,0,0,0,0,1,0
spUNpyF58BY,0,0.0,0,0,1,0,0,0,0,0
sI7E8J1sGvw,0,0.0,1,0,0,0,0,0,0,0
VpNX324owaQ,0,0.0,0,0,0,1,0,0,0,0
ClzJkv3dpY8,1,0.0914901316868822,0,0,0,1,0,0,0,0
ZVPsNDonA84,0,0.0,0,0,1,0,0,0,0,0
1GfuKF4uENc,0,0.0,1,0,0,0,0,0,0,0
F2xv4fba65U,2,0.1234648182610959,0,0,0,1,0,0,0,0
KUqg8XtAHnc,0,0.0,1,0,0,0,0,0,0,0
BHdezYIgLDE,2,0.04843438813401513,0,0,0,1,0,0,0,0
UCq_cDPeY1k,3,0.002791177683309343,0,0,0,0,0,0,1,0
jA-DBKQsHp0,7,0.07388533091723426,0,0,1,0,0,0,0,0
FDng_dnHKFg,0,0.0,0,0,0,0,1,0,0,0
Qhaz36TZG5Y,0,0.0,0,0,1,0,0,0,0,0
C2EfChhlEYo,0,0.0,0,0,0,0,1,0,0,0
mgCMRai9K8I,2,0.08609652022983937,0,0,0,0,1,0,0,0
Dd7dQh8u4Hc,1,0.1445132924148993,1,0,0,0,0,0,0,0
84sHN6_MyMo,0,0.0,0,0,0,0,1,0,0,0
nNmRDRfnX6U,0,0.0,1,0,0,0,0,0,0,0
GRo32Ug22HY,3,0.1460659458169381,0,0,1,0,0,0,0,0
aO3JgPUJ6iQ,2,0.0676851284787214,0,0,0,0,0,0,1,0
2OSrvzNW9FE,0,0.0,0,0,1,0,0,0,0,0
BriBDiBxaMY,1,0.03698005133334845,0,0,0,1,0,0,0,0
P69xdkqBJno,2,0.04116979247122799,1,0,0,0,0,0,0,0
UPS4nxI0b9g,2,0.012437276804916514,0,0,0,0,1,0,0,0
GcdB5bFwio4,0,0.0,0,0,0,0,1,0,0,0
_RlxCc0M6Ko,1,0.037351227817731945,1,0,0,0,0,0,0,0
fx9-cMoEv7k,1,0.04034020107597624,0,0,0,0,1,0,0,0
ePN1J_c4ulw,1,0.22906209080796291,0,0,0,1,0,0,0,0
NRjKjgdjCXI,1,0.0002838133100643366,0,0,0,0,0,1,0,0
-UdWguw90g4,2,0.036437118900402465,0,0,1,0,0,0,0,0
DZ9wk6aVjT0,1,0.07206754652100648,0,0,0,0,0,0,1,0
eWISIF0k8Mc,5,0.0921056744958302,0,0,0,0,0,0,1,0
IoaIQSIHuQs,2,0.19498937755056583,0,0,0,0,0,1,0,0
BqLH-nTZEOc,1,0.03984645821170842,0,0,0,0,0,0,1,0
HGzlV4ggudM,0,0.0,0,0,0,1,0,0,0,0
Jl0IDXkYKbk,3,0.04453428522737644,0,0,0,1,0,0,0,0
0txXeFdn1PM,0,0.0,0,0,0,1,0,0,0,0
P_aDQDtcd-8,0,0.0,0,0,0,0,0,1,0,0
lA77zsJ31nA,1,0.04184105556865689,0,0,0,1,0,0,0,0
CwF8DYf5dDc,0,0.0,0,0,0,0,0,0,1,0
AYA9twQXBq8,0,0.0,0,0,0,0,1,0,0,0
VR0xCO7BFgo,1,0.06138032624989541,0,0,0,1,0,0,0,0
_uBH-oZwceE,1,0.022636369427092278,0,0,0,1,0,0,0,0
PGqZkOveLb8,1,0.018881114889665897,0,0,0,1,0,0,0,0
2Sj2fd6b_Cg,2,0.021431318536006074,0,0,0,0,1,0,0,0
gWVHses2GCY,2,0.14407095022070507,0,0,0,1,0,0,0,0
xjW-isgOijs,1,0.05233812579040887,0,0,0,0,0,0,1,0
4x04M8YwOBw,0,0.0,0,0,0,0,0,0,1,0
aJukS3HjYWY,1,0.022849828181147638,1,0,0,0,0,0,0,0
RYSvCb14JjU,3,0.043297802762309504,1,0,0,0,0,0,0,0
2oysDxhHEEk,1,0.15980774367095896,0,0,0,0,0,0,1,0
l0IefQRFVfE,1,0.041006201437670725,0,0,1,0,0,0,0,0
p6OkpHNtvE4,0,0.0,0,0,0,0,1,0,0,0
v191Y8AUk6w,1,0.01583710486925156,0,0,1,0,0,0,0,0
UNbgIxL3PyM,3,0.12541471494446194,1,0,0,0,0,0,0,0
XCuz0pqBKb0,0,0.0,0,0,0,0,1,0,0,0
Viz-GXRBj0E,0,0.0,0,0,0,0,1,0,0,0
kjyeCdd-dl8,0,0.0,0,0,0,0,1,0,0,0
8vW6qokJ22o,7,0.06542320671622469,0,0,0,0,0,1,0,0
GTW8IplsKmM,1,0.18749327955175685,0,0,0,0,1,0,0,0
eopL9kmMhvw,3,0.09511011301686974,0,0,0,1,0,0,0,0
E0WT1HtB-Sc,1,0.03795387482220425,0,0,0,1,0,0,0,0
rUely4qsxaQ,1,0.0027085774073283475,0,0,0,0,0,0,1,0
I-VmHtzFnBY,0,0.0,0,0,1,0,0,0,0,0
9EvbqxBUG_c,0,0.0,0,0,0,0,0,0,1,0
bP9lPl0LuR0,1,0.016216489151621417,0,0,1,0,0,0,0,0
FH-_Mtkugbs,0,0.0,0,0,1,0,0,0,0,0
dwt8LetFRSw,1,0.002896943682546104,1,0,0,0,0,0,0,0
mfokPqeSNcw,2,0.651990640685217,0,0,0,0,0,0,1,0
a8HoZlhenZ4,1,0.17323313450690875,0,0,0,0,1,0,0,0
n0wvDwSnzcw,0,0.0,0,0,0,0,1,0,0,0
zFiw3_uXyyQ,0,0.0,0,0,0,0,0,0,1,0
cn1kw3_mI70,1,0.1369636209262828,0,0,0,0,1,0,0,0
jFS9rRTXue8,0,0.0,0,0,1,0,0,0,0,0
RXqSedWSu2k,0,0.0,1,0,0,0,0,0,0,0
1fPWr0d5zBE,2,0.03659850794137835,1,0,0,0,0,0,0,0
Wul0SIpKaIg,6,0.025401557507668714,0,0,1,0,0,0,0,0
USuh4mYfFYQ,0,0.0,0,0,0,0,1,0,0,0
1lJhcmuMeBA,0,0.0,0,0,0,1,0,0,0,0
Q9BVIwyUr9k,0,0.0,0,0,0,1,0,0,0,0
KM0ZV1X9o7o,0,0.0,0,0,0,0,1,0,0,0
zIOFGCbwJSs,1,0.017095079226159618,0,0,0,0,1,0,0,0
CCkPhYiKbJU,0,0.0,0,0,0,0,0,0,1,0
JzWtoP1Xhc0,1,0.20466971778217866,0,0,0,1,0,0,0,0
DFtBjc1dz7w,0,0.0,0,0,0,1,0,0,0,0
1zx8-CBtXIs,4,0.0009560875250766306,0,0,0,0,0,0,1,0
A4orCB71BgY,0,0.0,1,0,0,0,0,0,0,0
2h6k6eg_RmM,4,0.3337020102164994,0,0,0,0,1,0,0,0
5FWfg__wKSY,1,0.2080361118271301,0,0,0,0,0,0,1,0
IDtHjIe13aU,0,0.0,0,0,1,0,0,0,0,0
yg3yHYQi02I,0,0.0,0,0,0,0,1,0,0,0
9cNmUNHSBac,1,0.003150876751676353,0,0,0,1,0,0,0,0
dmbpagijVkk,4,0.023244384226827605,0,0,0,1,0,0,0,0
HEaaln5jDl8,1,0.1981384519027036,0,0,0,0,1,0,0,0
WGcqICKfi9Q,1,0.1733723647497421,0,0,0,1,0,0,0,0
DF-yBAkLFfw,0,0.0,0,0,0,0,1,0,0,0
IbgPYS3RnTA,3,0.20893465866640623,0,0,0,0,0,1,0,0
IF59QNrF1VQ,0,0.0,0,0,1,0,0,0,0,0
YJlOmF0HK9w,1,0.048111550597419006,0,0,0,1,0,0,0,0
xnWKz7Cthkk,0,0.0,1,0,0,0,0,0,0,0
Rd_BRT6_TPk,2,0.036559073588149554,0,0,0,0,1,0,0,0
BShvYeyMm_Y,1,0.019921329298987177,0,0,0,0,0,0,1,0
nX4d2mxwCS8,1,0.210958046173066,0,0,0,0,1,0,0,0
BDPCrGjAKXk,1,0.033322012775031204,0,0,1,0,0,0,0,0
vLQeb8LWyh0,0,0.0,0,0,0,0,0,0,1,0
eEBXYh_ND-E,2,0.014594109339749492,0,0,0,0,0,0,1,0
faI8kacPGbQ,1,0.016725979004896644,0,0,0,1,0,0,0,0
_aAZOeftU74,2,0.017153294525827124,0,0,0,0,0,1,0,0
VkDEUeqQUXY,1,0.24065806862216657,0,0,0,1,0,0,0,0
s--5ft5YiHg,0,0.0,0,0,0,0,1,0,0,0
UCW_UH-k-ec,2,0.0824392671541008,1,0,0,0,0,0,0,0
CA-eyG7lUv8,0,0.0,0,0,1,0,0,0,0,0
Zz8MCVJb0_k,0,0.0,0,0,0,0,1,0,0,0
aydFCQiUW44,1,0.030996201764478933,0,0,1,0,0,0,0,0
klpDHn8viX8,0,0.0,1,0,0,0,0,0,0,0
IABIU27z7_k,1,0.1387814570505649,1,0,0,0,0,0,0,0
U4nBnuv9n9o,3,0.008435083450440289,0,0,0,1,0,0,0,0
mNTBC7Qe-R0,2,0.040219297866000134,0,0,0,0,1,0,0,0
ADsp3UaLhl0,1,0.11689756192979757,0,0,0,0,0,0,1,0
ecl-eCbYFPM,0,0.0,0,0,0,0,0,0,1,0
tbm-izZisbw,0,0.0,0,0,0,0,0,1,0,0
BXpu6tbFCsI,0,0.0,0,0,0,1,0,0,0,0
m8MQTE5uOoU,2,0.0008386713929515584,1,0,0,0,0,0,0,0
NQNAdgo91JE,1,0.20729370214589027,0,0,0,0,1,0,0,0
DvlyzDZDEq4,0,0.0,0,0,0,0,0,0,1,0
dLyt7H7gyhI,2,0.11933761314987351,0,0,0,1,0,0,0,0
MCMY2kMVPa4,0,0.0,0,0,1,0,0,0,0,0
bglWRBB6ZM8,0,0.0,1,0,0,0,0,0,0,0
CwwZFxH1W4c,0,0.0,1,0,0,0,0,0,0,0
4GCO9k1FKaE,0,0.0,0,0,0,0,0,0,1,0
y1XbPl1XB44,2,0.0698591801214732,0,0,0,1,0,0,0,0
1AElONvi9WQ,0,0.0,0,0,0,1,0,0,0,0
iI1o2hNy2hE,1,0.0008713141094237168,0,0,0,0,1,0,0,0
Jl3K63Rbygw,1,0.1315090386632849,0,0,1,0,0,0,0,0
XUtatDjX_i4,0,0.0,0,0,1,0,0,0,0,0
lfGeJHksykI,1,0.0005274107817563669,0,0,0,0,0,0,1,0
lKdY1OoCZ4U,1,0.04276044308702694,1,0,0,0,0,0,0,0
qeAfdT1Ihpg,5,0.11264772670085726,0,0,0,0,0,0,1,0
5ZYw4MIUgk0,0,0.0,0,0,0,0,0,0,1,0
QQmFClkyoPY,1,0.07770603069110116,0,0,0,1,0,0,0,0
mLUTB5TwM4o,0,0.0,1,0,0,0,0,0,0,0
Q9SZlypyK-4,2,0.019370872065964148,0,0,0,0,1,0,0,0
6QXt1AhlYqs,2,0.02107610722724461,1,0,0,0,0,0,0,0
wmW4K1xkvoQ,0,0.0,1,0,0,0,0,0,0,0
yOwZLfjmysY,0,0.0,0,0,0,0,0,0,1,0
YUyuIcy_Lg4,0,0.0,0,0,0,0,0,0,1,0
aFdBcYN3sNw,3,0.00416339888753555,0,0,0,0,0,0,1,0
cLNyF1Zw5tg,1,0.0691014768427946,0,0,0,1,0,0,0,0
pKcJ-0bAHB4,0,0.0,0,0,0,1,0,0,0,0
uuSwnbb65f4,1,0.026286988934638583,1,0,0,0,0,0,0,0
gDmcL3LBEo4,1,0.010114439694476056,0,0,0,0,1,0,0,0
YMRfZHIGhMg,0,0.0,0,0,0,0,1,0,0,0
rKtFJxGzJX8,0,0.0,0,0,1,0,0,0,0,0
ZDiL_9EYzy0,1,0.020628889231529682,0,0,0,0,1,0,0,0
U9DyHthJ6LA,1,0.13686765082033364,1,0,0,0,0,0,0,0
QlaeirHJpns,2,0.11607998979987062,0,0,0,1,0,0,0,0
qunNYOC-toQ,1,0.0032184453529205508,0,0,0,0,1,0,0,0
CmI2dXo14sY,2,0.09026341119166545,0,0,0,1,0,0,0,0
saANxD0cqy0,0,0.0,0,0,0,0,1,0,0,0
H7M74iEonn0,0,0.0,1,0,0,0,0,0,0,0
sZ7Jlq9mQrY,0,0.0,0,0,0,0,0,0,1,0
kEIvicUmegs,3,0.14357001215640347,1,0,0,0,0,0,0,0
Kas0tIxDvrg,0,0.0,0,0,0,1,0,0,0,0
LiEFyZGcK5c,0,0.0,0,0,0,0,0,0,1,0
d7qqu9HC7V0,1,0.12278898444339575,0,0,0,1,0,0,0,0
FnSr820S2Mk,0,0.0,0,0,1,0,0,0,0,0
YIafrsAWS1Y,6,0.09976639739046088,0,0,0,0,1,0,0,0
mkpCzp0CmjY,5,0.0012835174196152365,0,0,0,0,0,0,1,0
B6KkwjGecmo,0,0.0,0,0,0,0,0,0,1,0
S0EHWgR6yVU,1,0.06576797792398281,1,0,0,0,0,0,0,0
43diGN3pR8U,5,0.03438512681016214,0,0,0,0,1,0,0,0
9yRerlN3XJw,1,0.01796285017983021,0,0,0,1,0,0,0,0
ztninkgZ0ws,0,0.0,0,0,0,1,0,0,0,0
NXCtgI2lkFw,1,0.118396294840582,0,0,0,0,0,0,1,0
VmzQ2hdfQcs,2,0.11086816707041483,0,0,0,0,0,0,1,0
Bb5VfiFy0kY,0,0.0,0,0,1,0,0,0,0,0
q6yHoSvrTss,2,0.0007689831222523935,0,0,0,0,0,0,1,0
d25HklopoSs,1,0.173519882746632,0,0,0,0,1,0,0,0
uuhkVTJ6A_c,1,0.10087870889953593,0,0,0,0,0,1,0,0
rXHTXdlWw1w,0,0.0,0,0,1,0,0,0,0,0
gW1CShFy0NI,0,0.0,0,0,0,0,1,0,0,0
stRtOHjh6lY,2,0.08911422940539321,0,0,0,1,0,0,0,0
6A8W77m-ZTw,2,0.009512224268401042,1,0,0,0,0,0,0,0
Auh74d_OG8Y,3,0.01875324249550431,0,0,0,0,1,0,0,0
YrpoK7Askck,1,0.04980840238515561,0,0,0,0,1,0,0,0
TPpoJGYlW54,0,0.0,0,0,0,0,0,1,0,0
Qc35afiM2f4,2,0.026156745732889702,0,0,0,0,0,1,0,0
G4Sn91t1V4g,1,0.001924997825481114,0,1,0,0,0,0,0,0
9biIOtEYeHc,0,0.0,0,0,0,0,0,0,1,0
l2ojCqhqGZ8,0,0.0,1,0,0,0,0,0,0,0
RuAQo97K-zE,2,0.09100735821359901,0,0,1,0,0,0,0,0
KSiZrKvHlVQ,1,0.12087388029589723,0,0,0,0,0,0,1,0
hhSYpPSnfww,2,0.25027009631561264,0,0,0,0,0,0,1,0
9zMOrX3MM-s,1,0.05013386565425435,1,0,0,0,0,0,0,0
TfPz27jsFiU,3,0.20798422419449303,0,0,0,1,0,0,0,0
-dmiS_6YrGU,2,0.01863887035879341,0,0,0,1,0,0,0,0
DBkONFkdWSM,0,0.0,1,0,0,0,0,0,0,0
H5XWyPgUCm4,0,0.0,0,0,0,0,0,0,1,0
oDqGAUvWKkU,0,0.0,0,0,0,0,1,0,0,0
lQYzT49hyKo,5,0.07416166069736695,0,0,0,0,1,0,0,0
88aDJFdUjH4,0,0.0,0,0,0,0,1,0,0,0
W12vb_Crf00,0,0.0,0,0,0,0,0,1,0,0
3mnSDifDSxQ,0,0.0,1,0,0,0,0,0,0,0
kd2KEHvK-q8,0,0.0,0,0,0,1,0,0,0,0
ioI0EIUerTQ,2,0.03645214218934396,0,0,0,1,0,0,0,0
dzmATptvbFQ,2,0.055953109001593476,0,0,0,0,0,0,1,0
OVCJ3sOrXeA,0,0.0,0,0,0,0,0,0,1,0
AbzCt9GWZjo,0,0.0,0,0,0,0,1,0,0,0
9ElPvR3kupM,1,0.005476351822776956,1,0,0,0,0,0,0,0
3TflpIllQHY,1,0.020158322222614516,0,0,0,0,0,0,1,0
EmcMG4uxiHk,0,0.0,1,0,0,0,0,0,0,0
8i67R5bnb14,0,0.0,0,0,0,0,1,0,0,0
N6cfFnBNELs,1,0.032002009062108906,1,0,0,0,0,0,0,0
tMNxgi_0eKA,3,0.07978842365686029,0,0,0,0,0,1,0,0
p6ff-ShY5Bw,2,0.01667811354903481,1,0,0,0,0,0,0,0
RmAYo5E52sI,1,0.06498118687290899,0,0,0,0,0,1,0,0
n3IYmdy6d4Y,0,0.0,0,0,0,0,1,0,0,0
yJqsPBWbtjk,1,0.5850008274781229,1,0,0,0,0,0,0,0
Gj5lJWy0TYk,0,0.0,0,0,0,0,0,0,1,0
SorWwznGdCU,0,0.0,1,0,0,0,0,0,0,0
F6dZvCWe94Y,1,0.016270469648807195,0,0,0,0,0,0,1,0
rRRUrhomU3o,1,0.00029471677850475924,1,0,0,0,0,0,0,0
rB83DpBJQsE,0,0.0,0,0,0,0,0,0,1,0
P1EalbUQfiU,0,0.0,0,0,0,0,0,0,1,0
gis6urgkFoI,1,0.14242552355315183,0,0,0,1,0,0,0,0
bGHM6DSAgiA,1,0.15455921805693582,0,0,1,0,0,0,0,0
tXqQs7oMwmg,0,0.0,0,0,0,0,0,0,1,0
HA2J71KQV24,0,0.0,0,0,0,0,0,0,1,0
Sep0Otx4qO4,0,0.0,0,0,0,0,1,0,0,0
ZJy1ajvMU1k,0,0.0,0,0,0,1,0,0,0,0
60wLvPWXCCc,0,0.0,0,0,1,0,0,0,0,0
g93tfwqxgiI,1,0.0005217240038624974,1,0,0,0,0,0,0,0
s4mGOrbEKbs,15,0.017035927611286753,0,0,0,0,1,0,0,0
QjuWqBzO7qY,0,0.0,0,0,0,0,0,0,1,0
kuYylDsN6KQ,2,0.04728589986699161,0,0,0,0,0,1,0,0
j2umt3WZU8Q,0,0.0,0,0,0,0,1,0,0,0
fuFQzAKbrtM,0,0.0,1,0,0,0,0,0,0,0
QqZBC60vuhM,1,0.057993687762174076,1,0,0,0,0,0,0,0
db8e1yYw6to,1,0.25087363800711804,0,0,1,0,0,0,0,0
gElfIo6uw4g,1,0.035586433321882015,0,0,0,0,0,0,1,0
a1plyHeIVmE,3,0.18441526645240627,0,0,0,0,0,0,1,0
MU1_QlN3Z98,0,0.0,0,0,1,0,0,0,0,0
Dd1JUTA7Ijc,0,0.0,0,0,0,0,1,0,0,0
eRjnPwoxSWU,1,0.07238246113671948,1,0,0,0,0,0,0,0
XhulR_kJf7Y,1,0.01796058918907723,0,0,0,0,0,0,1,0
JZ2fRE_nkak,1,0.15161831335225948,0,0,1,0,0,0,0,0
ZxKqoIOiW7s,2,0.015395234151530733,0,0,0,1,0,0,0,0
mht-1c4wc0Q,0,0.0,0,0,0,0,1,0,0,0
7XoGwFNUwiM,1,0.05596220007113112,1,0,0,0,0,0,0,0
ir_OzWzbnC0,1,0.0835620137434455,0,0,0,1,0,0,0,0
fNk_zzaMoSs,0,0.0,1,0,0,0,0,0,0,0
6L-BogO6HwU,2,0.06690362986965435,0,0,0,0,1,0,0,0
Yb5D9Q4gZH8,3,0.02080494643786627,0,0,0,0,0,0,1,0
